ein,Org Name,label,clean,token
462565819,FAMILY AND SENIOR SUPPORT SERVICES INC,0,family senior support services inc,famili senior support servic inc
770220629,CENTER FOR PHOTOGRAPHIC ART,0,center photographic art,center photograph art
261134723,WILLAMETTE APPRENTICE BALLET INC,0,willamette apprentice ballet inc,willamett apprentic ballet inc
750961812,LUBBOCK AREA UNITED WAY INC,0,lubbock area united way inc,lubbock area unit way inc
746076967,SWEENY COMMUNITY HOSPITAL AUXILIARY,0,sweeny community hospital auxiliary,sweeni commun hospit auxiliari
200336529,CORNERSTONE A CATHOLIC SCRIPTURE,0,cornerstone catholic scripture,cornerston cathol scriptur
556024619,WILEY FORD VOL FIRE CO INC,0,wiley ford vol fire co inc,wiley ford vol fire co inc
611577948,THE PROMISE LAND FOUNDATION INC,0,promise land foundation inc,promis land foundat inc
462696781,MENTORS CHANGING MINDS FOUNDATION,0,mentors changing minds foundation,mentor chang mind foundat
270325278,EASTERN EUROPEAN STUDY ABROAD,0,eastern european study abroad,eastern european studi abroad
61108689,LITTLE LEAGUE BASEBALL INC 2070519 YALESVILLE LL,0,little league baseball inc yalesville,littl leagu basebal inc yalesvil
273962439,URBAN FAMILY CENTER ASSOCIATION,0,urban family center association,urban famili center associ
592915451,ST GEORGE ISLAND CHARITY COOK OFF AUCTION INC,0,st george island charity cook auction inc,st georg island chariti cook auction inc
541763278,CANAAN HOUSING FOUNDATION,0,canaan housing foundation,canaan hous foundat
221766323,PATERSON TASK FORCE FOR COMMUNITY ACTION INC,0,paterson task force community action inc,paterson task forc commun action inc
43377424,LUC GATES FOUNDATION INC,0,luc gates foundation inc,luc gate foundat inc
271997030,FOLSOM TIGERSHARKS SWIM TEAM FOLSOM TIGERSHARKS,0,folsom tigersharks swim team folsom tigersharks,folsom tigershark swim team folsom tigershark
272758460,THE RODNEY ROGERS FOUNDATION INCORPORATED,0,rodney rogers foundation incorporated,rodney roger foundat incorpor
460575809,JOSEPH J DEVIVO MEMORIAL SCHOLARSHIP,0,joseph j devivo memorial scholarship,joseph j devivo memori scholarship
736103630,DEMOLAY INTERNATIONAL 37999 OKLAHOMA AT LARGE,0,demolay international oklahoma large,demolay intern oklahoma larg
50615968,GIVING ALTERNATIVE LEARNERS UPLIFTING OPPORTUNITIES INC GALLOP,0,giving alternative learners uplifting opportunities inc gallop,give altern learner uplift opportun inc gallop
760728295,CHILD NURTURE AND RELIEF INC,0,child nurture relief inc,child nurtur relief inc
480917246,FRANKLIN CENTER INC,0,franklin center inc,franklin center inc
204619146,DAVID DAWES NEE II FOUNDATION,0,david dawes nee ii foundation,david daw nee ii foundat
410839343,DIVINE PROVIDENCE COMMUNITY HOME,0,divine providence community home,divin provid commun home
363585615,VIKING YOUTH HOCKEY,0,viking youth hockey,vike youth hockey
263224365,MATH FOR AMERICA SAN DIEGO,0,math america san diego,math america san diego
391588789,MUSIC IN THE PARK INC,0,music park inc,music park inc
330910536,JAPANESE MEDIA GOSPEL MINISTRY,0,japanese media gospel ministry,japanes media gospel ministri
710582373,SOUTH ARKANSAS COMMUNITY COLLEGE FOUNDATION INC,0,south arkansas community college foundation inc,south arkansa commun colleg foundat inc
650846101,OPERATION RESTORE INC,0,operation restore inc,oper restor inc
432006407,TEXAS LYME DISEASE ASSOCIATION TEXAS LYME COALITION,0,texas lyme disease association texas lyme coalition,texa lyme diseas associ texa lyme coalit
261902108,CHESS FOR KIDS,0,chess kids,chess kid
232441462,EMPLOYMENT TECHNOLOGY INC,0,employment technology inc,employ technolog inc
330893362,SAN DIEGO MUSIC FOUNDATION,0,san diego music foundation,san diego music foundat
113619340,DENTAL KINGS PARTICIPATION INC,0,dental kings participation inc,dental king particip inc
541939288,INTERNATIONAL RESEARCH FOUNDATION FOR ENGLISH LANGUAGE EDUCATION,0,international research foundation english language education,intern research foundat english languag educ
461042442,CAMP TESSA OF MEADE COUNTY INC,0,camp tessa meade county inc,camp tessa mead counti inc
10651843,Iranian American Jewish Federation of NY,1,iranian american jewish federation ny,iranian american jewish feder ny
10659307,Jefferson Park Ministries Inc,1,jefferson park ministries inc,jefferson park ministri inc
10769538,Juntos,1,juntos,junto
10795152,Christian Friends of New Americans,1,christian friends new americans,christian friend new american
10873188,African Refuge Inc,1,african refuge inc,african refug inc
10897461,United African Organization Inc,1,united african organization inc,unit african organ inc
20674431,Nashville International Center For Empowerment,1,nashville international center empowerment,nashvil intern center empower
20694269,CONNECT INC,1,connect inc,connect inc
20702016,Lutheran Volunteer Corps,1,lutheran volunteer corps,lutheran volunt corp
20759160,Voces De La Frontera Action Inc,1,voces de la frontera action inc,voce de la frontera action inc
20800484,Rise Together Ministries,1,rise together ministries,rise togeth ministri
30349582,Wheelock Mountain Farm Inc,1,wheelock mountain farm inc,wheelock mountain farm inc
30371003,Association of Africans Living in Vermont,1,association africans living vermont,associ african live vermont
30473181,ADELANTE MUJERES,1,adelante mujeres,adelant mujer
30481206,Damayan Migrant Workers Association,1,damayan migrant workers association,damayan migrant worker associ
30547067,INTERNATIONALS NETWORK FOR PUBLIC SCHOOLS INC,1,internationals network public schools inc,intern network public school inc
30567633,Dorcas Ministries,1,dorcas ministries,dorca ministri
41168778,Charitable Irish Society,1,charitable irish society,charit irish societi
42103961,Enroot,1,enroot,enroot
42104325,International Institute of New England,1,international institute new england,intern institut new england
42104326,International Institute of Greater Lawrence Inc,1,international institute greater lawrence inc,intern institut greater lawrenc inc
42530908,Immigrants' Assistance Center,1,immigrants assistance center,immigr assist center
42614458,"Massachusetts Coalition for Occupational Safety & Health, Inc.",1,massachusetts coalition occupational safety health inc,massachusett coalit occup safeti health inc
42614817,Portuguese National Club Inc,1,portuguese national club inc,portugues nation club inc
42631569,Chinatown People Progressive Association Inc.,1,chinatown people progressive association inc,chinatown peopl progress associ inc
42636477,"CAPE VERDEAN ASSOCIATION OF BROCKTON, INC.",1,cape verdean association brockton inc,cape verdean associ brockton inc
42651157,IMMIGRANT CITY ARCHIVES INC,1,immigrant city archives inc,immigr citi archiv inc
42689402,Community Training and Assistance Center Inc,1,community training assistance center inc,commun train assist center inc
42730898,JFS of Metrowest,1,jfs metrowest,jf metrowest
42754284,Centro Presente Inc.,1,centro presente inc,centro present inc
42774242,East Boston Ecumenical Community Council (EBECC),1,east boston ecumenical community council ebecc,east boston ecumen commun council ebecc
43063382,Irish International Immigrant Center Inc,1,irish international immigrant center inc,irish intern immigr center inc
43103223,Chinese Culture Connection Inc,1,chinese culture connection inc,chines cultur connect inc
43119349,American Chinese Christian Educational & Social Services Inc,1,american chinese christian educational social services inc,american chines christian educ social servic inc
43138284,"The Immigrant Learning Center, Inc.",1,immigrant learning center inc,immigr learn center inc
43200436,Refugee Immigration Ministry (RIM),1,refugee immigration ministry rim,refuge immigr ministri rim
43224215,Center For New Americans,1,center new americans,center new american
43273525,Brazilian Worker Center Inc,1,brazilian worker center inc,brazilian worker center inc
43286531,Women Encouraging Empowerment Inc.,1,women encouraging empowerment inc,women encourag empower inc
43298116,"Health Law Advocates, Inc.",1,health law advocates inc,health law advoc inc
43377072,C O R E S Inc,1,c r e inc,c r e inc
43411708,Ballot Initiative Strategy Center Inc,1,ballot initiative strategy center inc,ballot initi strategi center inc
43430294,Refugee and Immigrant Assistance Center Inc.,1,refugee immigrant assistance center inc,refuge immigr assist center inc
43470866,LA Comunidad Inc,1,la comunidad inc,la comunidad inc
43490614,Lawyers for Civil Rights,1,lawyers civil rights,lawyer civil right
43678798,Tapestri,1,tapestri,tapestri
46142561,Ni Lun Welfare Association Inc,1,ni lun welfare association inc,ni lun welfar associ inc
50258886,DORCAS INTERNATIONAL INSTITUTE OF RHODE ISLAND INC,1,dorcas international institute rhode island inc,dorca intern institut rhode island inc
50380608,Progreso Latino,1,progreso latino,progreso latino
60653044,IRIS- Integrated Refugee and Immigrant Services,1,iris integrated refugee immigrant services,iri integr refuge immigr servic
60667607,Catholic Charities Archdiocese of Hartford,1,catholic charities archdiocese hartford,cathol chariti archdioces hartford
60669118,CONNECTICUT INSTITUTE FOR REFUGEES AND IMMIGRANTS INC,1,connecticut institute refugees immigrants inc,connecticut institut refuge immigr inc
60942514,Association of Religious Communities Inc,1,association religious communities inc,associ religi commun inc
61056978,Hispanic Center of Greater Danbury Inc,1,hispanic center greater danbury inc,hispan center greater danburi inc
61452659,LITERACY VOLUNTEERS OF GREATER WATERBURY,1,literacy volunteers greater waterbury,literaci volunt greater waterburi
61466812,Polish American Foundation of Connecticut Inc,1,polish american foundation connecticut inc,polish american foundat connecticut inc
61521179,"Pro Bono Net, Inc.",1,pro bono net inc,pro bono net inc
61626123,Renewal Foundation Inc,1,renewal foundation inc,renew foundat inc
61669649,Northwest Employment Education and Defense Fund,1,northwest employment education defense fund,northwest employ educ defens fund
61669651,Northwest Workers Justice Project,1,northwest workers justice project,northwest worker justic project
112412584,Housing and Family Services of Greater New York Inc,1,housing family services greater new york inc,hous famili servic greater new york inc
112435523,Brighton Neighborhood Assoc Inc,1,brighton neighborhood assoc inc,brighton neighborhood assoc inc
112517055,MUSEUM OF CHINESE IN AMERICA,1,museum chinese america,museum chines america
112527202,Hempstead Hispanic Civic Association Inc,1,hempstead hispanic civic association inc,hempstead hispan civic associ inc
112608645,Jewish Community Council of Canarsie Inc,1,jewish community council canarsie inc,jewish commun council canarsi inc
112634818,CATHOLIC MIGRATION SERVICES INC,1,catholic migration services inc,cathol migrat servic inc
112637224,American Friends of Kiryat Chinuch Labonim Inc,1,american friends kiryat chinuch labonim inc,american friend kiryat chinuch labonim inc
112665181,"Jewish Community Council of Greater Coney Island, Inc.",1,jewish community council greater coney island inc,jewish commun council greater coney island inc
112705005,CENTRAL AMERICAN REFUGEE CENTER (CARECEN) - NY,1,central american refugee center carecen ny,central american refuge center carecen ny
112710506,"MinKwon Center for Community Action, Inc.",1,minkwon center community action inc,minkwon center commun action inc
112864728,Council of Jewish Organization of Flatbush Inc,1,council jewish organization flatbush inc,council jewish organ flatbush inc
113059958,Neighbors Helping Neighbors Inc,1,neighbors helping neighbors inc,neighbor help neighbor inc
113068515,Kings Bay Ym-Ywha Inc,1,kings bay ym ywha inc,king bay ym ywha inc
113070228,Shorefront Ym-Ywha of Brighton- Manhattan Beach Inc,1,shorefront ym ywha brighton manhattan beach inc,shorefront ym ywha brighton manhattan beach inc
113093642,Mujeres Latinas En Accion-Latin Women in Action Inc,1,mujeres latinas en accion latin women action inc,mujer latina en accion latin women action inc
113166953,Korean Immigrant Services of New York Inc,1,korean immigrant services new york inc,korean immigr servic new york inc
113167245,"The Arab-American Family Support Center, Inc.",1,arab american family support center inc,arab american famili support center inc
113228052,Puppetry in Practice Inc,1,puppetry practice inc,puppetri practic inc
113231797,Centro Salvadoreno,1,centro salvadoreno,centro salvadoreno
113245314,VAAD L HATZOLAS NIDCHEI YISROEL INC,1,vaad l hatzolas nidchei yisroel inc,vaad l hatzola nidchei yisroel inc
113303986,NATIONAL KOREAN AMERICAN SERVICE AND EDUCATION CONSORTIUM INC,1,national korean american service education consortium inc,nation korean american servic educ consortium inc
113369566,Sepa Mujer Inc,1,sepa mujer inc,sepa mujer inc
113422729,Brooklyn Community Foundation,1,brooklyn community foundation,brooklyn commun foundat
113527658,American Friends of the Kiev Jewish Community,1,american friends kiev jewish community,american friend kiev jewish commun
113560625,New Immigrant Community Empowerment,1,new immigrant community empowerment,new immigr commun empower
113561651,Mixteca Organization Inc,1,mixteca organization inc,mixteca organ inc
113580935,Chhaya Community Development,1,chhaya community development,chhaya commun develop
113604756,Arab American Association of NY Inc,1,arab american association ny inc,arab american associ ny inc
113632920,South Asian Council for Social Serv Ices Inc,1,south asian council social serv ices inc,south asian council social serv ice inc
113640210,"Masa-MexEd, Inc.",1,masa mexed inc,masa mex inc
115324002,BOYS TOWN JERUSALEM FOUNDATION OF AMERICA INC,1,boys town jerusalem foundation america inc,boy town jerusalem foundat america inc
131623995,English Speaking Union of the United States National Headquarters,1,english speaking union united states national headquarters,english speak union unit state nation headquart
131624170,St Josephs Immigrant Home Inc,1,st josephs immigrant home inc,st joseph immigr home inc
131776711,NATIONAL IMMIGRATION FORUM INC,1,national immigration forum inc,nation immigr forum inc
131878704,"U.S. Committee for Refugees and Immigrants, Inc.",1,u committee refugees immigrants inc,u committe refuge immigr inc
131917963,Irish Institute Inc,1,irish institute inc,irish institut inc
131919802,Jewish Agency-American Section Inc,1,jewish agency american section inc,jewish agenc american section inc
131991946,Abbott House,1,abbott house,abbott hous
132574854,Lutheran Immigration and Refugee Service,1,lutheran immigration refugee service,lutheran immigr refuge servic
132670365,Emunah of America Inc,1,emunah america inc,emunah america inc
132689273,Immigrant Social Services Inc,1,immigrant social services inc,immigr social servic inc
132755214,Chinatown Manpower Project Inc,1,chinatown manpower project inc,chinatown manpow project inc
132855641,Asian American Legal Defense and Education Fund,1,asian american legal defense education fund,asian american legal defens educ fund
132860703,NEW YORK LAWYERS FOR THE PUBLIC INTEREST INC,1,new york lawyers public interest inc,new york lawyer public interest inc
132909403,Israel Scholarship Education Foundation,1,israel scholarship education foundation,israel scholarship educ foundat
133041381,WIZO USA - Women's International Zionist Organization,1,wizo usa women international zionist organization,wizo usa women intern zionist organ
133079233,Haitian American Cultural & Social Organization Inc,1,haitian american cultural social organization inc,haitian american cultur social organ inc
